id,prediction
175,491.3407
176,695.80237
177,823.34076
178,797.27405
179,1552.6259
180,1860.0117
181,1571.0597
182,1396.299
183,2308.949
184,1328.1227
185,705.2923
186,279.5158
187,184.5543
188,15.724548
189,2.6979153
190,2.3368886
191,2.8905108
192,2.708852
193,9.963763
194,72.33571
195,165.15768
196,341.7342
197,913.80634
198,1475.1971
199,1688.8673
200,1958.3513
201,2496.9744
202,2916.5393
203,3022.2886
204,2637.3496
205,2730.5535
206,2285.0005
207,1843.7426
208,1459.6636
209,558.7521
210,220.75926
211,63.006546
212,5.9984713
213,10.287903
214,18.223825
215,12.166122
216,2.0805712
217,5.596696
218,30.4412
219,122.615005
220,268.53152
221,342.02625
222,450.93143
223,956.4472
224,2097.2756
225,2052.5977
226,2218.0964
227,2217.5159
228,1792.5854
229,1284.0947
230,560.0602
231,643.78754
232,609.7939
233,460.36044
234,186.55641
235,88.16698
236,11.918854
237,3.8505175
238,4.066491
239,2.3368886
240,2.8905108
241,3.646866
242,33.66754
243,122.615005
244,268.08005
245,885.8202
246,1490.9282
247,1840.2943
248,2308.949
249,2292.4482
250,2353.4873
251,2303.7122
252,2138.3706
253,231.06136
254,1770.1255
255,1726.4949
256,1357.8176
257,930.1224
258,497.95187
259,209.18758
260,51.411034
261,5.596696
262,6.042844
263,3.319629
264,2.6979153
265,5.2190914
266,52.180573
267,188.05919
268,336.50616
269,1653.76
270,1543.8987
271,1549.8823
272,1760.9098
273,2072.751
274,1743.8242
275,1760.9098
276,1676.0234
277,1077.2876
278,1401.7086
279,1262.6725
280,853.07184
281,428.88718
282,209.18758
283,72.33571
284,23.689783
285,30.443192
286,8.874956
287,3.646866
288,10.092806
289,14.151459
290,54.62358
291,221.57933
292,450.46
293,888.45496
294,1232.3771
295,1845.441
296,1812.3635
297,2395.3428
298,2191.724
299,2245.1506
300,1670.8591
301,2360.7578
302,1102.234
303,2008.6158
304,1161.1163
305,628.06104
306,381.24667
307,181.43022
308,43.27455
309,13.326447
310,10.187759
311,11.918854
312,9.361162
313,21.246195
314,55.24494
315,202.92914
316,498.652
317,815.9485
318,1319.6819
319,2464.0354
320,2034.3431
321,2342.938
322,3482.8738
323,3252.0117
324,2357.117
325,1629.6179
326,844.16406
327,793.68317
328,729.3437
329,582.4222
330,209.18758
331,88.16698
332,15.048599
333,13.326447
334,3.5376809
335,7.4866333
336,6.3369637
337,11.695496
338,27.556568
339,73.918915
340,216.9258
341,531.095
342,911.24164
343,1057.8046
344,1062.6138
345,1894.6078
346,1973.3612
347,1967.6409
348,1826.7476
349,1458.6904
350,1413.078
351,1552.6259
352,1013.5658
353,491.3407
354,233.87022
355,117.7449
356,24.909996
357,7.411421
358,14.151459
359,5.9984713
360,5.9984713
361,11.695496
362,46.727646
363,148.03697
364,323.0699
365,649.1543
366,888.45496
367,1250.1515
368,1434.8395
369,2043.233
370,2006.6188
371,1743.8242
372,1979.2688
373,1737.9213
374,963.8851
375,854.8163
376,742.6897
377,569.1039
378,416.2059
379,159.1613
380,16.456186
381,4.2701406
382,6.4756184
383,4.4262457
384,2.3290067
385,8.332812
386,33.66754
387,153.10771
388,270.04166
389,530.06366
390,628.29065
391,666.7422
392,886.77454
393,1156.8511
394,1591.3365
395,1696.6412
396,1523.1257
397,1713.8982
398,2208.465
399,1046.1156
400,720.61945
401,534.8178
402,423.51132
403,199.8902
404,61.689194
405,2.6979153
406,3.646866
407,3.1962502
408,27.26796
409,28.874992
410,144.30759
411,330.5946
412,729.8233
413,1681.4335
414,2979.503
415,3794.3975
416,4595.504
417,4595.504
418,4595.504
419,4595.504
420,4595.504
421,4192.723
422,3578.6235
423,2837.8135
424,2167.1423
425,1300.1182
426,590.73346
427,344.97705
428,120.87198
429,4.4262457
430,2.1253557
431,3.319629
432,3.646866
433,24.084984
434,123.69968
435,430.1767
436,930.1224
437,1357.8688
438,2149.7449
439,2591.671
440,3938.165
441,3785.9656
442,4760.9844
443,3578.6235
444,2224.1157
445,1640.4005
446,1232.4211
447,1239.8728
448,1204.9161
449,912.77673
450,288.96146
451,163.41612
452,43.27455
453,5.596696
454,2.3368886
455,3.319629
456,2.9744697
457,8.332812
458,55.510612
459,212.66946
460,480.59357
461,946.2234
462,2395.7688
463,3357.7622
464,3268.8157
465,2736.7725
466,3578.6235
467,4263.8955
468,4277.5654
469,4143.6973
470,3578.6235
471,2847.4978
472,2226.6565
473,1197.82
474,590.73346
475,344.97705
476,126.5978
477,10.505905
478,2.592182
479,3.8505175
480,2.6979153
481,16.549555
482,101.99695
483,279.5158
484,713.9309
485,1574.8944
486,3134.0923
487,3348.9912
488,4192.723
489,4688.8965
490,4595.504
491,4595.504
492,4595.504
493,4323.773
494,3578.6235
495,2843.4365
496,2127.4836
497,1356.3217
498,590.73346
499,367.59192
500,126.5978
501,8.874956
502,4.0817227
503,8.193412
504,3.8274872
505,13.326447
506,112.019066
507,290.4716
508,701.5306
509,1375.4976
510,1764.2845
511,3048.998
512,4192.723
513,4595.504
514,4595.504
515,4002.0923
516,3295.6091
517,3249.0015
518,2761.7385
519,2718.2031
520,1410.3263
521,841.46893
522,455.05606
523,222.08109
524,61.689194
525,4.4262457
526,2.5453515
527,2.9744697
528,2.3368886
529,10.287903
530,59.757935
531,161.02939
532,412.7642
533,701.5306
534,1057.8046
535,1520.76
536,1796.5398
537,2236.6948
538,1356.3217
539,2006.0531
540,2740.032
541,3048.998
542,2837.8135
543,2604.2388
544,1723.2445
545,1062.6138
546,493.43115
547,299.94574
548,120.87198
549,10.505905
550,2.6979153
551,2.8905108
552,2.3368886
553,3.646866
554,49.226486
555,188.05919
556,381.35257
557,270.04166
558,478.2459
559,695.80237
560,1100.4006
561,1439.9688
562,2248.1816
563,1769.653
564,1605.4999
565,1837.9194
566,1510.133
567,1879.1343
568,1689.2062
569,408.4337
570,452.53622
571,227.86264
572,55.24494
573,3.4143302
574,2.8905108
575,2.9744697
576,3.319629
577,15.724548
578,120.87198
579,259.50775
580,721.4116
581,1648.4905
582,2848.0857
583,3578.6235
584,4111.123
585,4760.9844
586,4192.723
587,4394.9453
588,3633.9685
589,3741.7825
590,2530.7988
591,2160.5205
592,1378.4489
593,1054.0714
594,403.0091
595,290.4716
596,112.019066
597,14.151459
598,2.3446753
599,2.3368886
600,3.8274872
601,11.918854
602,100.64316
603,268.53152
604,721.4116
605,1372.7875
606,2209.4224
607,3360.5254
608,4045.5066
609,4091.865
610,4223.5522
611,4264.7915
612,4595.504
613,4215.2275
614,2955.7957
615,1553.1298
616,1439.9688
617,843.44495
618,493.43115
619,279.5158
620,87.694466
621,8.874956
622,2.9744697
623,2.9744697
624,2.3368886
625,10.505905
626,99.57592
627,268.53152
628,542.96466
629,647.6231
630,886.77454
631,1237.0417
632,1252.3138
633,995.4111
634,2729.543
635,829.13184
636,1598.2866
637,1421.0693
638,1140.5688
639,1141.5419
640,806.9184
641,319.85965
642,148.03697
643,63.006546
644,17.281199
645,2.6979153
646,1.8457574
647,3.319629
648,3.8274872
649,3.646866
650,41.102707
651,108.03626
652,186.99883
653,268.53152
654,525.80695
655,772.3948
656,694.62024
657,1049.8593
658,1250.1515
659,1166.2926
660,923.39105
661,924.4696
662,711.7845
663,740.54297
664,649.1543
665,383.83426
666,216.9258
667,94.84764
668,16.456186
669,3.646866
670,2.0805712
671,2.9744697
672,2.6501625
673,13.326447
674,99.57592
675,259.50775
676,630.2928
677,1095.6528
678,1994.0931
679,3046.8223
680,3571.052
681,3891.7903
682,4323.773
683,4275.709
684,3482.8738
685,3858.1206
686,2685.0996
687,2439.8035
688,1738.5975
689,738.0901
690,436.72192
691,250.61797
692,70.26721
693,10.282547
694,2.6979153
695,2.6979153
696,2.3368886
697,36.468643
698,91.25876
699,314.48288
700,460.01834
701,1226.1085
702,719.034
703,1547.1261
704,1389.1636
705,2228.845
706,2769.585
707,2272.91
708,2773.9897
709,2999.3044
710,2055.7153
711,1411.7865
712,721.4116
713,407.04044
714,270.04166
715,210.66736
716,60.55607
717,3.646866
718,3.319629
719,3.319629
720,2.3368886
721,2.5453515
722,2.9744697
723,10.505905
724,49.6438
725,136.02919
726,259.50775
727,408.06818
728,483.05515
729,459.08145
730,530.52136
731,464.80063
732,378.30334
733,279.5158
734,359.47485
735,235.5509
736,200.64165
737,108.03626
738,69.46908
739,23.585955
740,7.9535637
741,2.9744697
742,2.9744697
743,2.0805712
744,2.5453515
745,2.5453515
746,3.646866
747,14.151459
748,72.33571
749,204.93124
750,268.53152
751,359.47485
752,530.06366
753,540.87317
754,619.0087
755,630.2928
756,600.7416
757,582.4222
758,426.95303
759,359.47485
760,268.53152
761,148.03697
762,60.55607
763,15.094086
764,4.4262457
765,7.411421
766,2.8774445
767,5.263464
768,20.410725
769,5.297039
770,20.909754
771,49.76342
772,126.5978
773,268.53152
774,438.56543
775,558.2943
776,695.80237
777,738.0901
778,911.24164
779,834.46967
780,701.5306
781,611.23236
782,569.1039
783,416.2059
784,204.93124
785,104.66176
786,60.55607
787,14.883102
788,2.2444015
789,10.008136
790,3.646866
791,4.1808524
792,4.4262457
793,5.794821
794,16.549555
795,25.883806
796,80.92639
797,157.19527
798,362.07184
799,530.06366
800,716.793
801,581.68115
802,594.77637
803,645.42084
804,640.102
805,491.3407
806,477.4762
807,490.91132
808,270.04166
809,167.12372
810,61.689194
811,14.883102
812,4.6724386
813,2.1386738
814,8.377185
815,26.476204
816,10.505905
817,7.6623344
818,20.317356
819,70.26721
820,120.87198
821,193.10023
822,383.82242
823,517.62036
824,695.80237
825,815.99774
826,811.2785
827,836.1501
828,836.1501
829,828.3218
830,651.38605
831,487.3153
832,279.5158
833,179.51326
834,96.20143
835,38.640488
836,41.102707
837,13.326447
838,10.505905
839,14.316956
840,30.93544
841,15.048599
842,30.306183
843,60.55607
844,148.03697
845,336.50616
846,436.72192
847,530.06366
848,721.4116
849,624.3276
850,638.3927
851,545.8511
852,545.8511
853,619.0087
854,569.1039
855,510.50516
856,330.5946
857,180.74039
858,94.84764
859,24.317598
860,14.151459
861,51.530655
862,24.909996
863,11.376712
864,14.316956
865,6.4335585
866,18.899775
867,60.55607
868,157.19527
869,362.07184
870,483.15475
871,630.2928
872,638.3927
873,846.6652
874,828.3218
875,723.3199
876,633.07385
877,651.38605
878,582.4222
879,487.3153
880,270.04166
881,188.05919
882,88.16698
883,32.009396
884,21.734766
885,85.32716
886,48.49488
887,46.727646
888,32.09934
889,11.376712
890,12.904007
891,21.734766
892,38.301605
893,54.446808
894,70.26721
895,73.16777
896,158.3959
897,216.9258
898,248.98442
899,330.5946
900,333.5454
901,356.53152
902,350.8699
903,330.5946
904,227.86264
905,144.98279
906,61.689194
907,38.640488
908,11.376712
909,3.8505175
910,5.9984713
911,24.084984
912,3.8505175
913,9.963763
914,19.724787
915,54.446808
916,75.23627
917,132.87967
918,216.9258
919,310.16467
920,401.44907
921,359.47485
922,436.72192
923,493.43115
924,470.5428
925,459.08145
926,416.5555
927,330.5946
928,221.57933
929,120.87198
930,84.578094
931,41.7547
932,14.05809
933,11.918854
934,52.299965
935,14.316956
936,28.874992
937,44.5558
938,8.874956
939,38.301605
940,51.411034
941,61.262817
942,95.82226
943,259.50775
944,426.95303
945,452.53622
946,502.8644
947,543.5382
948,353.95477
949,279.5158
950,216.9258
951,195.10234
952,99.57592
953,81.677536
954,51.530655
955,44.5558
956,41.7547
957,7.9535637
958,11.695496
959,10.411118
960,11.918854
961,8.774811
962,5.794821
963,30.4412
964,49.76342
965,117.7449
966,216.9258
967,300.69052
968,383.82242
969,452.12564
970,378.30334
971,459.08145
972,469.35785
973,445.5804
974,359.47485
975,167.12372
976,238.10992
977,153.7106
978,94.84764
979,52.679573
980,14.883102
981,5.9984713
982,7.9535637
983,3.3999016
984,12.650497
985,11.918854
986,18.058329
987,55.24494
988,94.84764
989,216.9258
990,219.56577
991,268.53152
992,359.47485
993,419.42957
994,455.05606
995,459.08145
996,359.47485
997,259.50775
998,235.5509
999,148.03697
1000,144.98279
1001,98.62246
1002,70.26721
1003,63.006546
1004,41.7547
1005,38.640488
1006,43.926544
1007,36.468643
1008,24.421427
1009,65.2828
1010,49.6438
1011,60.55607
1012,96.20143
1013,173.9499
1014,227.45381
1015,407.04044
1016,418.90024
1017,474.04834
1018,419.42957
1019,502.6774
1020,428.81033
1021,346.41318
1022,344.97705
1023,216.9258
1024,197.88809
1025,148.03697
1026,84.578094
1027,73.918915
1028,72.4668
1029,46.190704
1030,23.084944
1031,24.084984
1032,19.624537
1033,19.788525
1034,23.084944
1035,55.724464
1036,108.03626
1037,209.18758
1038,270.04166
1039,268.53152
1040,426.95303
1041,463.242
1042,558.2943
1043,487.18015
1044,487.18015
1045,423.51132
1046,270.04166
1047,209.18758
1048,129.42542
1049,101.99695
1050,73.65306
1051,66.833565
1052,33.66754
1053,58.788834
1054,71.85042
1055,64.58979
1056,43.926544
1057,49.6438
1058,14.883102
1059,48.49488
1060,51.530655
1061,98.62246
1062,197.88809
1063,244.39323
1064,288.96146
1065,356.16028
1066,356.16028
1067,420.69516
1068,330.5946
1069,270.04166
1070,259.50775
1071,204.93124
1072,167.12372
1073,148.03697
1074,73.65306
1075,50.397545
1076,55.24494
1077,49.6438
1078,81.91693
1079,71.584564
1080,56.84178
1081,27.433453
1082,12.73851
1083,49.76342
1084,73.918915
1085,113.7621
1086,153.48767
1087,227.86264
1088,353.5633
1089,459.08145
1090,510.50516
1091,502.1235
1092,463.242
1093,412.7642
1094,268.53152
1095,216.9258
1096,155.4537
1097,148.03697
1098,96.20143
1099,64.956085
1100,32.009396
1101,46.190704
1102,40.47345
1103,30.93544
1104,20.465982
1105,16.456186
1106,14.05809
1107,38.640488
1108,57.4917
1109,91.068954
1110,126.5978
1111,216.9258
1112,299.94574
1113,321.12045
1114,339.0655
1115,375.3351
1116,333.5454
1117,279.5158
1118,268.53152
1119,227.86264
1120,172.19446
1121,148.03697
1122,96.20143
1123,59.757935
1124,30.443192
1125,8.874956
1126,13.326447
1127,16.600658
1128,11.695496
1129,11.918854
1130,43.27455
1131,90.02674
1132,209.18758
1133,359.47485
1134,515.30756
1135,695.80237
1136,815.99774
1137,911.24164
1138,1054.0714
1139,986.74963
1140,911.24164
1141,809.5981
1142,695.80237
1143,486.04004
1144,398.92337
1145,259.50775
1146,148.03697
1147,59.757935
1148,35.077263
1149,5.172038
1150,15.724548
1151,26.536316
1152,46.727646
1153,51.50183
1154,52.679573
1155,94.84764
1156,167.12372
1157,268.53152
1158,370.65555
1159,502.8644
1160,596.4756
1161,702.9853
1162,741.5902
1163,643.78754
1164,487.18015
1165,403.0091
1166,299.94574
1167,290.4716
1168,227.86264
1169,122.615005
1170,94.84764
1171,65.64458
1172,38.640488
1173,44.044098
1174,46.491913
1175,41.7547
1176,46.310333
1177,52.038773
1178,62.139275
1179,65.91043
1180,120.87198
1181,213.84111
1182,381.23727
1183,497.45654
1184,493.43115
1185,726.46704
1186,666.33936
1187,736.0747
1188,938.27344
1189,834.46967
1190,695.80237
1191,558.2943
1192,378.30334
1193,268.53152
1194,148.03697
1195,61.689194
1196,34.18125
1197,54.446808
1198,27.26796
1199,34.900444
1200,69.97425
1201,46.398514
1202,51.621452
1203,94.84764
1204,209.18758
1205,330.5946
1206,455.05606
1207,588.93024
1208,695.80237
1209,910.4892
1210,903.0906
1211,903.0906
1212,861.30084
1213,836.1501
1214,643.78754
1215,517.62036
1216,403.0091
1217,268.08005
1218,148.03697
1219,60.55607
1220,20.909754
1221,60.88344
1222,51.530655
1223,70.26721
1224,69.27134
1225,48.49488
1226,32.009396
1227,94.84764
1228,199.8902
1229,299.94574
1230,436.72192
1231,609.7939
1232,736.0747
1233,836.1501
1234,836.1501
1235,742.6897
1236,613.0435
1237,644.3579
1238,487.3153
1239,306.24396
1240,270.04166
1241,202.92914
1242,126.5978
1243,55.94093
1244,52.679573
1245,13.326447
1246,11.918854
1247,11.918854
1248,32.70498
1249,23.6954
1250,59.757935
1251,73.918915
1252,113.7621
1253,179.51326
1254,209.18758
1255,310.16467
1256,353.1438
1257,330.5946
1258,330.5946
1259,510.50516
1260,466.42868
1261,695.80237
1262,651.38605
1263,508.92828
1264,330.5946
1265,216.9258
1266,108.03626
1267,112.019066
1268,97.26867
1269,46.727646
1270,33.66754
1271,46.310333
1272,28.134338
1273,46.310333
1274,56.84178
1275,61.689194
1276,75.23627
1277,72.33571
1278,90.02674
1279,193.10023
1280,255.70265
1281,244.39323
1282,288.96146
1283,336.50616
1284,339.45697
1285,259.50775
1286,278.00568
1287,406.4508
1288,268.53152
1289,184.5543
1290,101.99695
1291,49.76342
1292,11.918854
1293,2.9015667
1294,3.646866
1295,4.629896
1296,7.8477573
1297,6.665615
1298,33.66754
1299,87.285484
1300,174.44252
1301,330.5946
1302,493.43115
1303,594.77637
1304,740.1654
1305,738.0901
1306,836.1501
1307,828.3218
1308,770.28986
1309,657.02625
1310,530.06366
1311,412.7642
1312,330.5946
1313,233.87022
1314,138.85689
1315,93.264435
1316,89.67555
1317,73.65306
1318,51.530655
1319,23.689783
1320,14.802454
1321,13.326447
1322,66.02838
1323,71.671974
1324,155.4537
1325,299.94574
1326,469.35785
1327,569.1039
1328,716.793
1329,694.62024
1330,828.3218
1331,836.1501
1332,836.1501
1333,716.793
1334,613.0435
1335,406.4508
1336,270.04166
1337,199.8902
1338,126.5978
1339,83.26074
1340,54.446808
1341,32.10133
1342,30.443192
1343,43.27455
1344,46.727646
1345,33.66754
1346,52.679573
1347,91.25876
1348,148.03697
1349,194.38321
1350,186.99883
1351,216.9258
1352,216.9258
1353,221.57933
1354,306.24396
1355,342.02625
1356,279.5158
1357,278.00568
1358,216.9258
1359,216.9258
1360,150.003
1361,94.84764
1362,51.530655
1363,34.902435
1364,24.084984
1365,21.734766
1366,8.332812
1367,25.651192
1368,14.05809
1369,8.919329
1370,15.724548
1371,41.67627
1372,46.727646
1373,61.689194
1374,94.84764
1375,213.84111
1376,202.92914
1377,216.9258
1378,210.66736
1379,213.12775
1380,221.57933
1381,244.39323
1382,220.75926
1383,216.9258
1384,148.03697
1385,99.57592
1386,57.4917
1387,36.468643
1388,38.640488
1389,22.251438
1390,13.326447
1391,14.883102
1392,79.69645
1393,49.26442
1394,64.956085
1395,91.541466
1396,164.23204
1397,216.9258
1398,233.87022
1399,269.41327
1400,369.48767
1401,558.2943
1402,628.06104
1403,530.06366
1404,542.96466
1405,530.06366
1406,391.2242
1407,268.53152
1408,221.57933
1409,153.48767
1410,108.428825
1411,61.689194
1412,32.10133
1413,71.584564
1414,60.55607
1415,60.55607
1416,89.52077
1417,63.006546
1418,46.727646
1419,73.16777
1420,106.68247
1421,151.74457
1422,151.74457
1423,209.18758
1424,268.53152
1425,402.40656
1426,456.69678
1427,542.96466
1428,482.45462
1429,487.18015
1430,333.5454
1431,279.5158
1432,157.19527
1433,112.019066
1434,60.55607
1435,46.727646
1436,15.724548
1437,11.918854
1438,27.26796
1439,19.063572
1440,2.3368886
1441,2.9744697
1442,2.5453515
1443,9.963763
1444,43.926544
1445,108.03626
1446,180.74039
1447,370.1454
1448,400.66287
1449,445.5804
1450,497.45654
1451,482.45462
1452,381.23727
1453,359.47485
1454,353.95477
1455,243.07141
1456,200.64165
1457,112.019066
1458,59.757935
1459,8.874956
1460,2.1529279
1461,2.9744697
1462,2.9744697
1463,1.8457574
1464,2.5453515
1465,2.9744697
1466,2.0805712
1467,13.326447
1468,54.62358
1469,148.03697
1470,209.18758
1471,330.5946
1472,506.83795
1473,530.06366
1474,619.0087
1475,630.2928
1476,575.71594
1477,530.06366
1478,419.42957
1479,359.47485
1480,268.53152
1481,148.03697
1482,54.446808
1483,16.456186
1484,5.015441
1485,3.646866
1486,2.9744697
1487,2.2754471
1488,3.68945
1489,3.68945
1490,8.849792
1491,41.102707
1492,84.578094
1493,204.93124
1494,339.45697
1495,497.45654
1496,639.3451
1497,716.793
1498,815.99774
1499,738.0901
1500,644.3579
1501,569.8698
1502,577.41516
1503,416.2059
1504,209.18758
1505,98.62246
1506,60.55607
1507,24.317598
1508,3.8505175
1509,2.6979153
1510,2.9744697
1511,2.9744697
1512,2.9744697
1513,3.319629
1514,7.5063734
1515,26.476204
1516,60.55607
1517,148.03697
1518,270.04166
1519,463.242
1520,530.06366
1521,569.1039
1522,541.63916
1523,619.0087
1524,640.102
1525,459.08145
1526,419.30487
1527,491.3407
1528,270.04166
1529,159.1613
1530,61.689194
1531,17.281199
1532,4.4262457
1533,5.4964285
1534,2.3368886
1535,2.145207
1536,2.9744697
1537,5.4964285
1538,10.505905
1539,46.310333
1540,97.26867
1541,148.03697
1542,333.5454
1543,497.45654
1544,613.0435
1545,695.80237
1546,740.1654
1547,701.5306
1548,701.5306
1549,772.3948
1550,582.4222
1551,487.18015
1552,310.16467
1553,204.93124
1554,94.84764
1555,30.443192
1556,5.172038
1557,2.9744697
1558,2.6979153
1559,5.3386774
1560,5.2190914
1561,2.9744697
1562,8.874956
1563,43.27455
1564,94.84764
1565,209.18758
1566,367.59192
1567,459.2166
1568,582.4222
1569,600.7416
1570,638.3927
1571,558.2943
1572,545.8511
1573,607.1974
1574,530.06366
1575,463.242
1576,330.5946
1577,172.19446
1578,94.84764
1579,24.909996
1580,6.042844
1581,2.8905108
1582,3.319629
1583,3.319629
1584,2.9744697
1585,3.319629
1586,10.505905
1587,43.27455
1588,94.84764
1589,216.9258
1590,381.23727
1591,530.06366
1592,645.42084
1593,716.793
1594,772.12244
1595,782.6487
1596,633.07385
1597,609.7939
1598,517.62036
1599,491.3407
1600,270.04166
1601,202.92914
1602,94.84764
1603,32.009396
1604,10.287903
1605,2.6979153
1606,3.319629
1607,4.7588453
1608,3.319629
1609,2.2754471
1610,5.9984713
1611,17.281199
1612,33.66754
1613,54.446808
1614,70.26721
1615,72.33571
1616,152.01862
1617,202.92914
1618,227.86264
1619,330.5946
1620,321.12045
1621,356.53152
1622,359.47485
1623,333.5454
1624,268.08005
1625,126.5978
1626,63.006546
1627,46.190704
1628,9.137331
1629,2.8905108
1630,2.9744697
1631,2.8905108
1632,2.9744697
1633,2.6979153
1634,11.918854
1635,41.102707
1636,61.689194
1637,98.83044
1638,217.323
1639,279.5158
1640,445.39218
1641,426.95303
1642,436.72192
1643,515.02435
1644,502.1235
1645,491.3407
1646,411.0115
1647,268.53152
1648,216.9258
1649,120.87198
1650,81.677536
1651,29.711548
1652,12.650497
1653,5.872017
1654,9.963763
1655,6.665615
1656,3.319629
1657,4.086705
1658,6.540614
1659,30.322784
1660,43.27455
1661,57.4917
1662,90.02674
1663,259.50775
1664,426.95303
1665,452.53622
1666,482.45462
1667,558.2943
1668,359.47485
1669,279.5158
1670,216.9258
1671,187.13992
1672,94.84764
1673,89.67555
1674,44.5558
1675,30.4412
1676,14.151459
1677,4.6864767
1678,5.9984713
1679,2.9744697
1680,2.9744697
1681,3.249489
1682,4.1126337
1683,30.443192
1684,49.76342
1685,96.20143
1686,216.9258
1687,270.04166
1688,383.82242
1689,364.6253
1690,367.59192
1691,408.06818
1692,419.99722
1693,384.679
1694,318.86697
1695,209.18758
1696,268.53152
1697,195.10234
1698,94.84764
1699,52.679573
1700,11.237549
1701,3.7147424
1702,7.411421
1703,2.9744697
1704,2.6979153
1705,2.708852
1706,11.918854
1707,49.76342
1708,70.26721
1709,202.92914
1710,259.50775
1711,268.53152
1712,326.55118
1713,419.42957
1714,459.2166
1715,491.3407
1716,344.97705
1717,268.53152
1718,233.87022
1719,150.003
1720,165.15768
1721,96.20143
1722,61.689194
1723,50.441933
1724,27.26796
1725,32.10133
1726,30.060734
1727,3.249489
1728,5.263464
1729,7.5977993
1730,11.918854
1731,46.727646
1732,64.58979
1733,127.24926
1734,236.7881
1735,299.94574
1736,403.0091
1737,480.59357
1738,423.2209
1739,600.1551
1740,406.4508
1741,405.91293
1742,336.50616
1743,209.18758
1744,167.12372
1745,148.03697
1746,84.578094
1747,70.26721
1748,17.332302
1749,35.839386
1750,17.332302
1751,6.540614
1752,6.63204
1753,11.376712
1754,11.918854
1755,43.27455
1756,91.25876
1757,216.9258
1758,278.61395
1759,290.4716
1760,430.1767
1761,459.2166
1762,487.3153
1763,455.05606
1764,436.72192
1765,408.06818
1766,279.5158
1767,209.18758
1768,138.6055
1769,100.64316
1770,73.65306
1771,46.310333
1772,33.66754
1773,43.27455
1774,14.157076
1775,5.794821
1776,3.319629
1777,10.505905
1778,6.540614
1779,20.45643
1780,43.27455
1781,88.16698
1782,167.12372
1783,259.50775
1784,279.93768
1785,330.5946
1786,339.0655
1787,340.77167
1788,330.5946
1789,270.04166
1790,268.08005
1791,209.18758
1792,163.41612
1793,130.30336
1794,84.578094
1795,46.727646
1796,54.59124
1797,46.190704
1798,19.063572
1799,5.015441
1800,4.2701406
1801,11.695496
1802,8.874956
1803,36.468643
1804,70.26721
1805,108.03626
1806,153.48767
1807,216.14392
1808,359.47485
1809,487.3153
1810,450.93143
1811,517.62036
1812,456.69678
1813,450.46
1814,268.53152
1815,216.9258
1816,148.03697
1817,153.48767
1818,88.16698
1819,60.55607
1820,22.022638
1821,32.009396
1822,14.157076
1823,6.118058
1824,2.9744697
1825,10.505905
